PARTYNAME,BILLNO,BILLDATE,BILLAMT,BALANCE,DAYS,MOBILE,EMAIL,MOBILE,EMAIL
MAHAVIR PHARMA-KALYAN,BHI/03199,30-May-26,33005,14258,81,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,BHI/03308,30-May-26,1208,1208,81,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,MUM/00516,30-May-26,2835,2835,81,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,PUN/01415,30-May-26,6862,6862,81,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,BHI/03883,10-Jun-26,27034,27034,70,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,BHI/03988,12-Jun-26,16872,16872,68,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,BHI/04266,16-Jun-26,4043,4043,64,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,BHI/04600,20-Jun-26,12542,12542,60,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,BHI/04677,22-Jun-26,4848,4848,58,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,BHI/05252,29-Jun-26,7613,7613,51,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,BHI/07340,29-Jul-26,27640,27640,21,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,BHI/07791,03-Aug-26,14509,14509,16,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,BHI/07840,04-Aug-26,15128,15128,15,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,BHI/07986,06-Aug-26,28429,28429,13,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,BHI/08120,07-Aug-26,4074,4074,12,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,BHI/08211,08-Aug-26,5762,5762,11,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,BHI/08212,08-Aug-26,8702,8702,11,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,BHI/08959,18-Aug-26,53497,53497,1,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHAVIR PHARMA-KALYAN,NAG/02141,18-Aug-26,18900,18900,1,8898049352,JAGDISHMENGHANI97@GMAIL.COM,8898049352,JAGDISHMENGHANI97@GMAIL.COM
MAHEK LIFECARE-MIRA ROAD-,B11797,22-Jan-19,32029,12952,2766,9082003446,maheklifecare929@gmail.com,1234567890,
MAHEK LIFECARE-MIRA ROAD-,B11896,24-Jan-19,22740,22740,2764,9082003446,maheklifecare929@gmail.com,1234567890,
MAHEK LIFECARE-MIRA ROAD-,B12059,29-Jan-19,27685,27685,2759,9082003446,maheklifecare929@gmail.com,1234567890,
MAHEK LIFECARE-MIRA ROAD-,B12367,05-Feb-19,18088,18088,2752,9082003446,maheklifecare929@gmail.com,1234567890,
MAHEK LIFECARE-MIRA ROAD-,B12381,05-Feb-19,7930,7930,2752,9082003446,maheklifecare929@gmail.com,1234567890,
MAHEK LIFECARE-MIRA ROAD-,MB9164,14-Feb-19,2447,2447,2743,9082003446,maheklifecare929@gmail.com,1234567890,
MAHEK LIFECARE-MIRA ROAD-,B12891,20-Feb-19,39211,39211,2737,9082003446,maheklifecare929@gmail.com,1234567890,
MAHEK LIFECARE-MIRA ROAD-,C/B-000071,21-Feb-19,300,300,2736,9082003446,maheklifecare929@gmail.com,1234567890,
MAHEK LIFECARE-MIRA ROAD-,B13114,23-Feb-19,38502,38502,2734,9082003446,maheklifecare929@gmail.com,1234567890,
MAHEK LIFECARE-MIRA ROAD-,3594,24-Feb-20,-47934,-47934,2368,9082003446,maheklifecare929@gmail.com,1234567890,
MAHENDRA DIST. - PUNE,ALK/1037,08-Mar-25,18635,18635,529,9850240014,mdpune.2010@gmail.com,9850240014,mdpune.2010@gmail.com
MAHENDRA DIST. - PUNE,BHI/04208,15-Jun-26,11025,11025,65,9850240014,mdpune.2010@gmail.com,9850240014,mdpune.2010@gmail.com
MAHENDRA DIST. - PUNE,BHI/05577,03-Jul-26,15876,15876,47,9850240014,mdpune.2010@gmail.com,9850240014,mdpune.2010@gmail.com
MAHENDRA DIST. - PUNE,PUN/02366,07-Jul-26,19320,19320,43,9850240014,mdpune.2010@gmail.com,9850240014,mdpune.2010@gmail.com
MAHENDRA DIST. - PUNE,BHI/07191,28-Jul-26,15780,15780,22,9850240014,mdpune.2010@gmail.com,9850240014,mdpune.2010@gmail.com
MAHENDRA DIST. - PUNE,PUN/02976,29-Jul-26,17057,17057,21,9850240014,mdpune.2010@gmail.com,9850240014,mdpune.2010@gmail.com
MAHENDRA DIST. - PUNE,PUN/03468,13-Aug-26,23342,23342,6,9850240014,mdpune.2010@gmail.com,9850240014,mdpune.2010@gmail.com
MAHESH - PAITHAN (5%NSP),NAG/3476,18-Mar-25,3360,1383,519,9822610179,MAHESHENTERPRISESPAITHAN@GMAIL.COM,9822610179,MAHESHENTERPRISESPAITHAN@GMAIL.COM
MAHESH HOSP - NASIK,BHI/06416,17-Jul-26,7482,7482,33,9822063705,,9822063705,
MAHESH HOSP - NASIK,BHI/07358,30-Jul-26,11121,11121,20,9822063705,,9822063705,
MAHESH HOSP - NASIK,BHI/07668,01-Aug-26,5387,5387,18,9822063705,,9822063705,
MAHESH HOSP - NASIK,BHI/08124,07-Aug-26,3907,3907,12,9822063705,,9822063705,
MAHESH HOSP - NASIK,BHI/08528,13-Aug-26,7880,7880,6,9822063705,,9822063705,
MAHESH HOSP - NASIK,BHI/08865,18-Aug-26,6237,6237,1,9822063705,,9822063705,
MAHESH KHOKHANI (APURVA),MUM/1725,30-Aug-24,11079,11079,719,9833064770,,9833064770,
MAHESH PHARMA-HAVELI-,M0443,10-Jul-21,18038,18038,1866,7058126128,,1234567890,
MAHESH PHARMA-HAVELI-,M0631,30-Jul-21,18185,18185,1846,7058126128,,1234567890,
MAHESH PHARMA-HAVELI-,R0800,31-Jul-21,16734,16734,1845,7058126128,,1234567890,
MAHESH PHARMA-HAVELI-,R0985,28-Aug-21,14395,14395,1817,7058126128,,1234567890,
MAHESH PHARMA-HAVELI-,R1010,28-Aug-21,2355,2355,1817,7058126128,,1234567890,
MAHESH PHARMA-HAVELI-,M0817,31-Aug-21,12201,12201,1814,7058126128,,1234567890,
MAHESH PHARMA-HAVELI-,RTN,07-Dec-21,200,200,1716,7058126128,,1234567890,
MAHESH PHARMA-HAVELI-,CHQ.BOUNCE,15-Feb-23,500,500,1281,7058126128,,1234567890,
MAHESH PHARMA-HAVELI-,Ch.Dish.608223,27-Feb-26,500,500,173,7058126128,,1234567890,
MAHESH PHARMA-HAVELI-,Ch.Dish.608225,18-Mar-26,500,500,154,7058126128,,1234567890,
MAHESH PHARMA-SILLOD,EMC/0398,26-Oct-24,39302,37000,662,9420812456,dhirajzawar89@gmail.com,9420812456,dhirajzawar89@gmail.com
MAHESH PHARMA-SILLOD,NAG/01722,29-Aug-25,16626,1039,355,9420812456,dhirajzawar89@gmail.com,9420812456,dhirajzawar89@gmail.com
MAHESH PHARMA-SILLOD,18% INTREST,30-Sep-25,11303,11303,323,9420812456,dhirajzawar89@gmail.com,9420812456,dhirajzawar89@gmail.com
MAHESH PHARMA-SILLOD,BHI/05434,30-Jun-26,29622,29622,50,9420812456,dhirajzawar89@gmail.com,9420812456,dhirajzawar89@gmail.com
MAHESH SURGICAL - NANDED-,B02782,31-May-22,16570,16570,1541,9890416590,,1234567890,
MAHESH SURGICAL - NANDED-,W01460,30-Jun-22,14691,14691,1511,9890416590,,1234567890,
MAHESH SURGICAL - NANDED-,W01606,06-Jul-22,2973,2973,1505,9890416590,,1234567890,
MAHESH SURGICAL - NANDED-,B05704,21-Jul-22,11009,11009,1490,9890416590,,1234567890,
MAHESH SURGICAL - NANDED-,R02998,30-Jul-22,6664,6664,1481,9890416590,,1234567890,
MAHESH SURGICAL - NANDED-,W02177,30-Jul-22,8958,8958,1481,9890416590,,1234567890,
MAHESH SURGICAL - NANDED-,W03036,31-Aug-22,38759,38759,1449,9890416590,,1234567890,
MAHESH SURGICAL - NANDED-,W04019,30-Sep-22,19733,19733,1419,9890416590,,1234567890,
MAHESH SURGICAL - NANDED-,W04020,30-Sep-22,11290,11290,1419,9890416590,,1234567890,
MAHESH SURGICAL - NANDED-,7X500,01-Feb-23,3500,3500,1295,9890416590,,1234567890,
MAHESH SURGICAL - NANDED-,CN01895,23-Feb-23,-15272,-15272,1273,9890416590,,1234567890,
MAHESH SURGICAL - NANDED-,CN00102,19-Apr-23,-2558,-2558,1218,9890416590,,1234567890,
MAK ENTERPRISES - CHANDRAPUR,NAG/02061,13-Aug-26,13865,-100,6,9823163565,makenterprises.chd@gmail.com,1234567890,
MALEGAON GENERIC - MALEGAON,CN00409,13-Jul-26,-3678,-3678,37,8605120598,waghshubham669@gmail.com,8605120598,waghshubham669@gmail.com
MALEGAON GENERIC - MALEGAON,BHI/06366,16-Jul-26,17287,17287,34,8605120598,waghshubham669@gmail.com,8605120598,waghshubham669@gmail.com
MALEGAON GENERIC - MALEGAON,NAG/01535,16-Jul-26,2941,2941,34,8605120598,waghshubham669@gmail.com,8605120598,waghshubham669@gmail.com
MALEGAON GENERIC - MALEGAON,BHI/06381,17-Jul-26,4242,4242,33,8605120598,waghshubham669@gmail.com,8605120598,waghshubham669@gmail.com
MALEGAON GENERIC - MALEGAON,BHI/06408,20-Jul-26,32652,32652,30,8605120598,waghshubham669@gmail.com,8605120598,waghshubham669@gmail.com
MALEGAON GENERIC - MALEGAON,PUN/02759,22-Jul-26,29447,29447,28,8605120598,waghshubham669@gmail.com,8605120598,waghshubham669@gmail.com
MALEGAON GENERIC - MALEGAON,PUN/03073,31-Jul-26,26586,26586,19,8605120598,waghshubham669@gmail.com,8605120598,waghshubham669@gmail.com
MALEGAON GENERIC - MALEGAON,BHI/08498,12-Aug-26,15278,15278,7,8605120598,waghshubham669@gmail.com,8605120598,waghshubham669@gmail.com
MALEGAON GENERIC - MALEGAON,PUN/03466,13-Aug-26,23426,23426,6,8605120598,waghshubham669@gmail.com,8605120598,waghshubham669@gmail.com
MALHAR PHARMA - KAMOTHE-,B014385,11-Feb-21,4431,4431,2015,9870017544,,1234567890,
MALHAR PHARMAZONE - THANE,NAG/00724,23-May-26,12267,12267,88,8591565015,malharpharmazone@gmail.com,8591565015,malharpharmazone@gmail.com
MALHAR PHARMAZONE - THANE,BHI/03879,10-Jun-26,12004,12004,70,8591565015,malharpharmazone@gmail.com,8591565015,malharpharmazone@gmail.com
MALHAR PHARMAZONE - THANE,NAG/00971,10-Jun-26,7966,7966,70,8591565015,malharpharmazone@gmail.com,8591565015,malharpharmazone@gmail.com
MALHAR PHARMAZONE - THANE,NAG/01254,29-Jun-26,15763,15763,51,8591565015,malharpharmazone@gmail.com,8591565015,malharpharmazone@gmail.com
MALHAR PHARMAZONE - THANE,PUN/02161,30-Jun-26,5681,5681,50,8591565015,malharpharmazone@gmail.com,8591565015,malharpharmazone@gmail.com
MALHAR PHARMAZONE - THANE,NAG/01616,20-Jul-26,11737,11737,30,8591565015,malharpharmazone@gmail.com,8591565015,malharpharmazone@gmail.com
MALHAR PHARMAZONE - THANE,BHI/06625,21-Jul-26,17111,17111,29,8591565015,malharpharmazone@gmail.com,8591565015,malharpharmazone@gmail.com
MALHAR PHARMAZONE - THANE,NAG/02035,12-Aug-26,11634,11634,7,8591565015,malharpharmazone@gmail.com,8591565015,malharpharmazone@gmail.com
MALHAR PHARMAZONE - THANE,BHI/08496,13-Aug-26,9539,9539,6,8591565015,malharpharmazone@gmail.com,8591565015,malharpharmazone@gmail.com
MALHAR SURGICALS- SANGVI,BHI/03024,28-May-26,6619,6619,83,9822918383,malhar4you@rediffmail.com,9822918383,malhar4you@rediffmail.com
MALHAR SURGICALS- SANGVI,PUN/01285,28-May-26,8715,8715,83,9822918383,malhar4you@rediffmail.com,9822918383,malhar4you@rediffmail.com
MALTI PHARMA - KURLA (NEW)-,New Ref,01-Apr-25,157563,157563,505,9702669949,maltipharm.d@gmail.com,1234567890,
MALTI PHARMA - KURLA (NEW)-,BHI/11864,17-Sep-25,12684,2684,336,9702669949,maltipharm.d@gmail.com,1234567890,
MALTI PHARMA - KURLA (NEW)-,18%,30-Sep-25,15158,15158,323,9702669949,maltipharm.d@gmail.com,1234567890,
MALTI PHARMA - KURLA (NEW)-,PUN/03361,30-Sep-25,3885,3885,323,9702669949,maltipharm.d@gmail.com,1234567890,
MALTI PHARMA - KURLA (NEW)-,Ch.Dish.100400,15-Nov-25,500,500,277,9702669949,maltipharm.d@gmail.com,1234567890,
MALTI PHARMA - KURLA (OLD),CHQ.BOUNCE,11-Dec-24,500,500,616,9702669949,,1234567890,
MALTI PHARMA - KURLA (OLD),CHQ.BOUNCE,21-Dec-24,500,500,606,9702669949,,1234567890,
MALTI PHARMA - KURLA (OLD),CHQ.BOUNCE,24-Dec-24,500,500,603,9702669949,,1234567890,
MALTI PHARMA - KURLA (OLD),CHQ.BOUNCE,30-Dec-24,500,500,597,9702669949,,1234567890,
MALTI PHARMA - KURLA (OLD),CHQ.BOUNCE,31-Dec-24,500,500,596,9702669949,,1234567890,
MALTI PHARMA - KURLA (OLD),CHQ.BOUNCE,06-Jan-25,500,500,590,9702669949,,1234567890,
MALTI PHARMA - KURLA (OLD),CHQ.BOUNCE,08-Jan-25,500,500,588,9702669949,,1234567890,
MALTI PHARMA - KURLA (OLD),CHQ.BOUNCE,16-Jan-25,500,500,580,9702669949,,1234567890,
MALTI PHARMA - KURLA (OLD),CHQ.BOUNCE,27-Jan-25,500,500,569,9702669949,,1234567890,
MALTI PHARMA - KURLA (OLD),CHQ.BOUNCE,03-Feb-25,500,500,562,9702669949,,1234567890,
MALTI PHARMA - KURLA (OLD),CHQ.BOUNCE,11-Mar-25,1500,1500,526,9702669949,,1234567890,
MALTI PHARMA - KURLA (OLD),500X11,15-Sep-25,5500,5500,338,9702669949,,1234567890,
MALTI PHARMA - KURLA (OLD),5001,09-Oct-25,500,500,314,9702669949,,1234567890,
MANAS ENTERPRISES - MANCHAR,PUN/04809,05-Dec-25,5991,5991,257,9309578288,pravinbhujbal09@gmail.com,9309578288,pravinbhujbal09@gmail.com
MANAS ENTERPRISES - MANCHAR,PUN/05439,30-Dec-25,17363,17363,232,9309578288,pravinbhujbal09@gmail.com,9309578288,pravinbhujbal09@gmail.com
MANAS ENTERPRISES - MANCHAR,Ch.Dish.831805,30-May-26,500,500,81,9309578288,pravinbhujbal09@gmail.com,9309578288,pravinbhujbal09@gmail.com
MANAS ENTERPRISES - MANCHAR,Ch.Dish.831805,05-Jun-26,500,500,75,9309578288,pravinbhujbal09@gmail.com,9309578288,pravinbhujbal09@gmail.com
MANAS ENTERPRISES - MANCHAR,Ch.Dish.831805,15-Jun-26,500,500,65,9309578288,pravinbhujbal09@gmail.com,9309578288,pravinbhujbal09@gmail.com
MANAS ENTERPRISES - MANCHAR,Ch.Dish.831805,29-Jun-26,500,500,51,9309578288,pravinbhujbal09@gmail.com,9309578288,pravinbhujbal09@gmail.com
MANAS PHARMA - NASIK(ADGAON)-,S1391,05-Jan-21,5214,4862,2052,9822585185,GANESHMATE179@GMAIL.COM,1234567890,
MANAS PHARMA - NASIK(ADGAON)-,B012961,19-Jan-21,47521,47521,2038,9822585185,GANESHMATE179@GMAIL.COM,1234567890,
MANDAI MEDICAL AGENCY - LONAR,NAG/00520,09-May-26,10773,10773,102,7083864000,amol56097@gmail.com,7083864000,amol56097@gmail.com
MANDAI MEDICAL AGENCY - LONAR,BHI/07559,31-Jul-26,11456,11456,19,7083864000,amol56097@gmail.com,7083864000,amol56097@gmail.com
MANDAI MEDICAL AGENCY - LONAR,NAG/01828,31-Jul-26,9167,9167,19,7083864000,amol56097@gmail.com,7083864000,amol56097@gmail.com
MANDAR ENT - BELAPUR,BHI/03276,30-May-26,13587,13587,81,9322668543,MANDARENTERPRISES1@GMAIL.COM,9322668543,MANDARENTERPRISES1@GMAIL.COM
MANDAR ENT - BELAPUR,PUN/01395,30-May-26,4662,4662,81,9322668543,MANDARENTERPRISES1@GMAIL.COM,9322668543,MANDARENTERPRISES1@GMAIL.COM
MANDAR ENT - BELAPUR,BHI/05305,30-Jun-26,5203,5203,50,9322668543,MANDARENTERPRISES1@GMAIL.COM,9322668543,MANDARENTERPRISES1@GMAIL.COM
MANDAR ENT - BELAPUR,NAG/01257,30-Jun-26,22604,22604,50,9322668543,MANDARENTERPRISES1@GMAIL.COM,9322668543,MANDARENTERPRISES1@GMAIL.COM
MANDAR ENT - BELAPUR,NAG/01811,31-Jul-26,13819,13819,19,9322668543,MANDARENTERPRISES1@GMAIL.COM,9322668543,MANDARENTERPRISES1@GMAIL.COM
MANDAR HEALTHCARE-HINGANGHAT,NAG/00962,09-Jun-26,12389,12389,71,9823459180,,9823459180,
MANDAR HEALTHCARE-HINGANGHAT,NAG/01457,13-Jul-26,8095,8095,37,9823459180,,9823459180,
MANDAR HEALTHCARE-HINGANGHAT,NAG/01720,27-Jul-26,32306,32306,23,9823459180,,9823459180,
MANDAR HEALTHCARE-HINGANGHAT,NAG/02053,13-Aug-26,15853,15853,6,9823459180,,9823459180,
MANDAR HEALTHCARE-HINGANGHAT,NAG/02080,14-Aug-26,2793,2793,5,9823459180,,9823459180,
MANDHANA PHARMA - NAGPUR,BHI/03911,10-Jun-26,43470,43470,70,9370783459,,1234567890,
MANGAL (GST),New Ref,15-May-26,-200000,-200000,96,1234567890,,1234567890,
MANGAL (GST),New Ref,15-May-26,-400000,-400000,96,1234567890,,1234567890,
MANGAL (GST),New Ref,15-Jul-26,-200000,-200000,35,1234567890,,1234567890,
MANGAL (GST),New Ref,15-Jul-26,-500000,-500000,35,1234567890,,1234567890,
MANGAL (GST),ACC/2557,30-Jul-26,49613,49613,20,1234567890,,1234567890,
MANGAL (GST),ACC/2558,30-Jul-26,42525,42525,20,1234567890,,1234567890,
MANGAL (GST),ACC/2559,30-Jul-26,45360,45360,20,1234567890,,1234567890,
MANGAL (GST),ACC/2560,30-Jul-26,41108,41108,20,1234567890,,1234567890,
MANGAL (GST),ACC/2561,30-Jul-26,46778,46778,20,1234567890,,1234567890,
MANGAL (GST),ACC/2562,30-Jul-26,45360,45360,20,1234567890,,1234567890,
MANGAL (GST),ACC/2563,30-Jul-26,35438,35438,20,1234567890,,1234567890,
MANGAL (GST),ACC/2564,30-Jul-26,49613,49613,20,1234567890,,1234567890,
MANGAL (GST),ACC/2565,30-Jul-26,45360,45360,20,1234567890,,1234567890,
MANGAL (GST),ACC/2566,30-Jul-26,41486,41486,20,1234567890,,1234567890,
MANGAL (GST),ACC/2567,30-Jul-26,35721,35721,20,1234567890,,1234567890,
MANGAL (GST),ACC/2568,30-Jul-26,48195,48195,20,1234567890,,1234567890,
MANGAL (GST),ACC/2569,30-Jul-26,30524,30524,20,1234567890,,1234567890,
MANGAL (GST),ACC/2570,30-Jul-26,42998,42998,20,1234567890,,1234567890,
MANGAL (GST),New Ref,10-Aug-26,-500000,-500000,9,1234567890,,1234567890,
MANGAL MEDICAL - UDGIR,Ch.Dish.002362,10-Dec-25,500,500,252,9890539195,,9890539195,
MANGAL MEDICAL - UDGIR,Ch.Dish.002403,30-Jan-26,500,500,201,9890539195,,9890539195,
MANGAL MEDICAL - UDGIR,Ch.Dish.002403,07-Feb-26,500,500,193,9890539195,,9890539195,
MANGAL MEDICAL - UDGIR,Ch.Dish.002404,21-Feb-26,500,500,179,9890539195,,9890539195,
MANGAL MEDICAL - UDGIR,Ch.Dish.002418,02-Mar-26,500,500,170,9890539195,,9890539195,
MANGAL MEDICAL - UDGIR,Ch.Dish.002419,17-Mar-26,500,500,155,9890539195,,9890539195,
MANGAL MEDICAL - UDGIR,NAG/04844,25-Mar-26,8575,8575,147,9890539195,,9890539195,
MANGAL MEDICAL - UDGIR,Ch.Dish.002441,21-Apr-26,500,500,120,9890539195,,9890539195,
MANGAL MEDICAL - UDGIR,Ch.Dish.002442,27-Apr-26,500,500,114,9890539195,,9890539195,
MANGAL MEDICAL - UDGIR,Ch.Dish.002442.,30-Apr-26,500,500,111,9890539195,,9890539195,
MANGAL MEDICAL - UDGIR,Ch.Dish.094718,25-May-26,500,500,86,9890539195,,9890539195,
MANGAL SURGICALS - GOREGAON,PUN/07124,07-Mar-26,72293,72293,165,9082321235,rushin.bhandari97@gmail.com,9082321235,rushin.bhandari97@gmail.com
MANGAL SURGICALS - GOREGAON,BHI/22505,09-Mar-26,39480,39480,163,9082321235,rushin.bhandari97@gmail.com,9082321235,rushin.bhandari97@gmail.com
MANGAL SURGICALS - GOREGAON,MUM/00109,13-Apr-26,92400,92400,128,9082321235,rushin.bhandari97@gmail.com,9082321235,rushin.bhandari97@gmail.com
MANGAL SURGICALS - GOREGAON,MUM/00110,13-Apr-26,28644,28644,128,9082321235,rushin.bhandari97@gmail.com,9082321235,rushin.bhandari97@gmail.com
MANGAL SURGICALS - GOREGAON,BHI/02374,18-May-26,47959,47959,93,9082321235,rushin.bhandari97@gmail.com,9082321235,rushin.bhandari97@gmail.com
MANGALA MEDICAL & GENERAL STORES - MAROL,BHI/08981,18-Aug-26,6733,6733,1,9833596439,,9833596439,
MANGALAM PHARMA - KALBADEVI - CLOSE,S03233,28-Dec-23,5058,2318,965,7900141469,,1234567890,
MANGALAM PHARMA - KALBADEVI - CLOSE,S03230,29-Dec-23,1187,133,964,7900141469,,1234567890,
MANGALAM PHARMA - KALBADEVI - CLOSE,S03420,16-Jan-24,1219,165,946,7900141469,,1234567890,
MANGALAM PHARMA - KALBADEVI - CLOSE,S04151,14-Mar-24,475,475,888,7900141469,,1234567890,
MANGALAM PHARMA - KALBADEVI - CLOSE,MUM/0288,26-Apr-24,8691,8691,845,7900141469,,1234567890,
MANGALMURTI - BEED,NAG/00258,21-Apr-26,7565,7565,120,8888121004,mamgalmurtibeed@gmail.com,8888121004,mamgalmurtibeed@gmail.com
MANGALMURTI - BEED,PUN/00436,21-Apr-26,6531,6531,120,8888121004,mamgalmurtibeed@gmail.com,8888121004,mamgalmurtibeed@gmail.com
MANGALMURTI - BEED,BHI/01000,22-Apr-26,6380,6380,119,8888121004,mamgalmurtibeed@gmail.com,8888121004,mamgalmurtibeed@gmail.com
MANGALMURTI - BEED,NAG/00320,25-Apr-26,9646,9646,116,8888121004,mamgalmurtibeed@gmail.com,8888121004,mamgalmurtibeed@gmail.com
MANGALMURTI - BEED,NAG/00391,30-Apr-26,12811,12811,111,8888121004,mamgalmurtibeed@gmail.com,8888121004,mamgalmurtibeed@gmail.com
MANGALMURTI - BEED,BHI/03265,30-May-26,4532,4532,81,8888121004,mamgalmurtibeed@gmail.com,8888121004,mamgalmurtibeed@gmail.com
MANGALMURTI - BEED,BHI/04453,18-Jun-26,3876,3876,62,8888121004,mamgalmurtibeed@gmail.com,8888121004,mamgalmurtibeed@gmail.com
MANGESH MEDICALS-NANDED,NAG/01299,01-Jul-26,9240,9240,49,9403881024,,9403881024,
MANGESH MEDICALS-NANDED,BHI/05490,03-Jul-26,6915,6915,47,9403881024,,9403881024,
MANGESH MEDICALS-NANDED,NAG/01974,08-Aug-26,10190,10190,11,9403881024,,9403881024,
MANGESH MEDICALS-NANDED,BHI/08262,10-Aug-26,13746,13746,9,9403881024,,9403881024,
MANGLAM PHARMA - SHAHAPUR,BHI/07883,04-Aug-26,4314,4314,15,9022223288,hardahaankit@gmail.com,9022223288,hardahaankit@gmail.com
MANGLAM PHARMA - SHAHAPUR,BHI/07923,05-Aug-26,2580,2580,14,9022223288,hardahaankit@gmail.com,9022223288,hardahaankit@gmail.com
MANGLAM PHARMA - SHAHAPUR,MUM/01041,05-Aug-26,5544,5544,14,9022223288,hardahaankit@gmail.com,9022223288,hardahaankit@gmail.com
MANGLAM PHARMA - SHAHAPUR,NAG/01892,05-Aug-26,12600,12600,14,9022223288,hardahaankit@gmail.com,9022223288,hardahaankit@gmail.com
MANGLAM PHARMA - SHAHAPUR,BHI/08163,08-Aug-26,14787,14787,11,9022223288,hardahaankit@gmail.com,9022223288,hardahaankit@gmail.com
MANGLAM PHARMA - SHAHAPUR,PUN/03277,08-Aug-26,12982,12982,11,9022223288,hardahaankit@gmail.com,9022223288,hardahaankit@gmail.com
MANGLAM PHARMA - SHAHAPUR,BHI/08224,10-Aug-26,20138,20138,9,9022223288,hardahaankit@gmail.com,9022223288,hardahaankit@gmail.com
MANGLAM PHARMA - SHAHAPUR,BHI/08309,12-Aug-26,20536,20536,7,9022223288,hardahaankit@gmail.com,9022223288,hardahaankit@gmail.com
MANIHAR ENTERPRISES-MUM-2,New Ref,13-Apr-26,-315,-315,128,9327919090,,9327919090,
MANIHAR ENTERPRISES-MUM-2,MUM/00112,13-Apr-26,315,315,128,9327919090,,9327919090,
MANIKRATNA PHARMA - PARBHANI,BHI/02502,19-May-26,23682,23682,92,9975856895,,9975856895,
MANIKRATNA PHARMA - PARBHANI,BHI/08019,06-Aug-26,7538,7538,13,9975856895,,9975856895,
MANISH ENT - MULUND,Ch.Dish.471559,10-Apr-26,500,500,131,9819226006,MANISHKOTHARI.125@GMAIL.COM,9819226006,MANISHKOTHARI.125@GMAIL.COM
MANISH ENT - MULUND,Ch.Dish.471559,24-Apr-26,500,500,117,9819226006,MANISHKOTHARI.125@GMAIL.COM,9819226006,MANISHKOTHARI.125@GMAIL.COM
MANISH ENT - MULUND,Ch.Dish.471559,04-May-26,500,500,107,9819226006,MANISHKOTHARI.125@GMAIL.COM,9819226006,MANISHKOTHARI.125@GMAIL.COM
MANISH ENT - MULUND,Ch.Dish.471613,06-May-26,500,500,105,9819226006,MANISHKOTHARI.125@GMAIL.COM,9819226006,MANISHKOTHARI.125@GMAIL.COM
MANISH ENT - MULUND,Ch.Dish.471614,11-May-26,500,500,100,9819226006,MANISHKOTHARI.125@GMAIL.COM,9819226006,MANISHKOTHARI.125@GMAIL.COM
MANISH ENT - MULUND,Ch.Dish.471613,13-May-26,500,500,98,9819226006,MANISHKOTHARI.125@GMAIL.COM,9819226006,MANISHKOTHARI.125@GMAIL.COM
MANISH ENT - MULUND,Ch.Dish.471685,21-May-26,500,500,90,9819226006,MANISHKOTHARI.125@GMAIL.COM,9819226006,MANISHKOTHARI.125@GMAIL.COM
